emission for motor vehicle;26.645;;;;;;;;
customer-specific emission;26.645;;;;;;;;
client''s total asset;26.645;;;;;;;;
emissionintensive company;26.645;;;;;;;;
optional IFRS;26.645;;;;;;;;
quality Description Option Attribution emission;26.645;;;;;;;;
set of emission factors;26.645;;;;;;;;
databases containing company revenue;26.645;;;;;;;;
local distance driven average;26.645;;;;;;;;
labeled loan;26.645;;;;;;;;
ICMA Green Bond Principles;26.645;;;;;;;;
Average Sector Emission intensity;26.645;;;;;;;;
paddy rice sector;26.645;;;;;;;;
total book value of debt;26.645;;;;;;;;
paddy rice farmer;26.645;;;;;;;;
calculated using actual building;26.645;;;;;;;;
PCAF methodological approach;26.645;;;;;;;;
total emissions impact;26.645;;;;;;;;
absolute facilitated emission;26.645;;;;;;;;
external reinsurance;26.645;;;;;;;;
interpretation of the Technical Guidance;26.645;;;;;;;;
book value of total debt;26.645;;;;;;;;
accounting for financials;26.645;;;;;;;;
CO 2e;26.645;;;;;;;;
Estimated building emission;26.645;;;;;;;;
case of a thermic engine;26.645;;;;;;;;
rationale for listed companies;26.645;;;;;;;;
capitalization of ordinary shares;26.645;;;;;;;;
external acquisition cost;26.645;;;;;;;;
detailed methodological guidance;26.645;;;;;;;;
deficiency ledger;26.645;;;;;;;;
climate-related transition;26.645;;;;;;;;
company''s energy consumption;26.645;;;;;;;;
deduction of cash;26.645;;;;;;;;
sectoral revenue datum;26.645;;;;;;;;
sheet equity investment;26.645;;;;;;;;
accounting for projects;26.645;;;;;;;;
table for motor vehicle;26.645;;;;;;;;
x attribution;26.645;;;;;;;;
debt in the denominator;26.645;;;;;;;;
factor for the paddy;26.645;;;;;;;;
sum of the market capitalization;26.645;;;;;;;;
factor rationale for listed companies;26.645;;;;;;;;
emission of the vehicles;26.645;;;;;;;;
quality score table for motor;26.645;;;;;;;;
displaying reported emission;26.645;;;;;;;;
official building energy;26.645;;;;;;;;
seller share;26.645;;;;;;;;
building''s emission;26.645;;;;;;;;
emission factor for the paddy;26.645;;;;;;;;
balance sheet of the client;26.645;;;;;;;;
r x emission;26.645;;;;;;;;
t of steel;26.618;;;;;;;;
minorities'' interest;26.617;;;;;;;;
environmental input-output;26.616;;;;;;;;
accounting of emissions;26.614;;;;;;;;
EU Paris-aligned benchmark;26.612;;;;;;;;
improving data availability;26.611;;;;;;;;
sum of the market;26.611;;;;;;;;
relevant asset class;26.610;;;;;;;;
EU Climate transition;26.608;;;;;;;;
datum for the company''s;26.608;;;;;;;;
drawn amount;26.607;;;;;;;;
emission of buildings;26.606;;;;;;;;
portfolio number;26.606;;;;;;;;
Dutch financial institution;26.604;;;;;;;;
scope of emissions;26.603;;;;;;;;
project calculation;26.603;;;;;;;;
proportional reinsurance;26.602;;;;;;;;
retained loss;26.602;;;;;;;;
capacity in the case;26.601;;;;;;;;
sheet equity;26.600;;;;;;;;
current reporting year;26.597;;;;;;;;
Total insured value;26.593;;;;;;;;
information on the rationale;26.593;;;;;;;;
allocation of emissions;26.588;;;;;;;;
containing company;26.588;;;;;;;;
example portfolio;26.585;;;;;;;;
set of emission;26.584;;;;;;;;
primary insurance company;26.580;;;;;;;;
quality scorecard;26.577;;;;;;;;
synthetic securitization;26.574;;;;;;;;
undrawn commitment;26.574;;;;;;;;
vehicle''s fuel efficiency;26.573;;;;;;;;
emissions disclosure;26.572;;;;;;;;
figure in the context;26.571;;;;;;;;
Reported market;26.565;;;;;;;;
reporting recommendation;26.564;;;;;;;;
Verified company;26.558;;;;;;;;
CRO Forum;26.556;;;;;;;;
IPCC Guidelines;26.556;;;;;;;;
consumer purpose;26.552;;;;;;;;
debt on the balance sheet;26.550;;;;;;;;
allowed option;26.550;;;;;;;;
total book value;26.549;;;;;;;;
based emission;26.544;;;;;;;;
financed company;26.544;;;;;;;;
maximum design speed;26.542;;;;;;;;
equity part;26.542;;;;;;;;
debt on the balance;26.533;;;;;;;;
size of the portfolio;26.532;;;;;;;;
same asset class;26.530;;;;;;;;
name of the vehicle;26.523;;;;;;;;
preferred data;26.517;;;;;;;;
company''s emission;26.516;;;;;;;;
estimating emission;26.506;;;;;;;;
Casualty line;26.500;;;;;;;;
insurance value chain;26.499;;;;;;;;
value fluctuation;26.499;;;;;;;;
specific knowledge;26.497;;;;;;;;
sector classification;26.494;;;;;;;;
Global Protocol;26.490;;;;;;;;
required scope;26.490;;;;;;;;
GHG reporting;26.490;;;;;;;;
part of the disclosure;26.489;;;;;;;;
case of electricity;26.483;;;;;;;;
annualized premium;26.481;;;;;;;;
time of loan;26.481;;;;;;;;
conformance with the requirements;26.478;;;;;;;;
sovereign borrower;26.469;;;;;;;;
local distance;26.465;;;;;;;;
insured contractor;26.458;;;;;;;;
mix of options;26.452;;;;;;;;
embedded carbon;26.433;;;;;;;;
factor calculation;26.421;;;;;;;;
LI T;26.415;;;;;;;;
Definition accord;26.412;;;;;;;;
pool of loans;26.410;;;;;;;;
portfolio exposure;26.406;;;;;;;;
emissions include;26.397;;;;;;;;
multiple underlie;26.396;;;;;;;;
year-end balance;26.392;;;;;;;;
product investment;26.380;;;;;;;;
o o;26.379;;;;;;;;
GHG intensity;26.375;;;;;;;;
Calculation example;26.369;;;;;;;;
deal closing;26.358;;;;;;;;
market value of equity;26.349;;;;;;;;
end-of-life treatment;26.342;;;;;;;;
builder''s risk;26.330;;;;;;;;
table template;26.317;;;;;;;;
baseline emission;26.310;;;;;;;;
operational emission;26.299;;;;;;;;
rice sector;26.283;;;;;;;;
independent body;26.283;;;;;;;;
r x;26.279;;;;;;;;
Based Targets initiative;26.270;;;;;;;;
given fiscal year;26.270;;;;;;;;
means of propulsion;26.262;;;;;;;;
double count;26.259;;;;;;;;
common output;26.255;;;;;;;;
securitization transaction;26.249;;;;;;;;
accordance with the guidance;26.229;;;;;;;;
emission in line;26.223;;;;;;;;
attribution rule;26.219;;;;;;;;
quality perspective;26.213;;;;;;;;
company''s energy;26.210;;;;;;;;
vehicle''s fuel;26.201;;;;;;;;
quality table;26.199;;;;;;;;
Loan syndication;26.196;;;;;;;;
time of reporting;26.185;;;;;;;;
example template;26.182;;;;;;;;
Targets initiative;26.172;;;;;;;;
country''s production;26.150;;;;;;;;
relevant asset;26.149;;;;;;;;
pool of assets;26.128;;;;;;;;
only debt;26.126;;;;;;;;
financed project;26.125;;;;;;;;
quantitative criterion;26.121;;;;;;;;
time lag;26.091;;;;;;;;
issued bond;26.082;;;;;;;;
maximum design;26.077;;;;;;;;
earnings increase;26.069;;;;;;;;
total book;26.062;;;;;;;;
Sector emission;26.058;;;;;;;;
insurance value;26.028;;;;;;;;
single loan;25.981;;;;;;;;
cylinder capacity;25.968;;;;;;;;
disclosure standard;25.967;;;;;;;;
total pool;25.964;;;;;;;;
voluntary reporting;25.954;;;;;;;;
average mass;25.935;;;;;;;;
asset pool;25.924;;;;;;;;
new methodology;25.921;;;;;;;;
Sample table;25.917;;;;;;;;
developed market;25.911;;;;;;;;
ton of carbon;25.872;;;;;;;;
sold product;25.871;;;;;;;;
guiding principle;25.864;;;;;;;;
other financial product;25.825;;;;;;;;
Vehicle usage;25.801;;;;;;;;
performance tracking;25.775;;;;;;;;
official building;25.759;;;;;;;;
corporate project;25.704;;;;;;;;
databases contain;25.679;;;;;;;;
latent defect;25.678;;;;;;;;
average value;25.667;;;;;;;;
Relevant process;25.654;;;;;;;;
average datum;25.626;;;;;;;;
Based target;25.624;;;;;;;;
course of construction;25.595;;;;;;;;
debt obligation;25.588;;;;;;;;
same asset;25.445;;;;;;;;
individual loan;25.421;;;;;;;;
construction project;25.396;;;;;;;;
Corporate Accounting;25.395;;;;;;;;
engine cylinder;25.348;;;;;;;;
current version;25.281;;;;;;;;
correct exposure;25.277;;;;;;;;
additional asset;25.236;;;;;;;;
design speed;25.228;;;;;;;;
data category;25.131;;;;;;;;
representation of data;25.075;;;;;;;;
primary data;25.035;;;;;;;;
inflation adjustment;24.985;;;;;;;;
property type;24.890;;;;;;;;
use of carbon;24.876;;;;;;;;
sector activity;24.817;;;;;;;;
embodied carbon;24.803;;;;;;;;
specific business;24.711;;;;;;;;
party datum;24.673;;;;;;;;
asset-backed security;24.658;;;;;;;;
energy efficiency project;24.627;;;;;;;;
vehicle ownership;24.585;;;;;;;;
Basel Committee;24.501;;;;;;;;
Cattle farm;24.281;;;;;;;;
construction phase;24.240;;;;;;;;
availability of data;24.195;;;;;;;;
applicable law;24.129;;;;;;;;
total asset;24.072;;;;;;;;
annual basis;24.038;;;;;;;;
current year;23.993;;;;;;;;
efficiency project;23.941;;;;;;;;
insurance company;23.897;;;;;;;;
own ambition;23.884;;;;;;;;
Purchasing power parity;23.636;;;;;;;;
linear regression model;23.624;;;;;;;;
Such asset;23.538;;;;;;;;
legal consideration;23.521;;;;;;;;
Agriculture Organization;23.475;;;;;;;;
scenario analysis;23.469;;;;;;;;
various region;23.466;;;;;;;;
hybrid vehicle;23.446;;;;;;;;
Motor industry;23.439;;;;;;;;
rice farmer;23.423;;;;;;;;
Average revenue;23.413;;;;;;;;
csv format;23.347;;;;;;;;
level of data;23.299;;;;;;;;
insurance policy;23.175;;;;;;;;
public entity;23.039;;;;;;;;
public report;23.021;;;;;;;;
revolving credit facility;22.998;;;;;;;;
certain risk;22.983;;;;;;;;
entire lifetime;22.873;;;;;;;;
total capital;22.829;;;;;;;;
multiple business;22.809;;;;;;;;
insurance cover;22.788;;;;;;;;
alternative approach;22.744;;;;;;;;
transfer of funds;22.740;;;;;;;;
certain company;22.694;;;;;;;;
CO2 emission;22.681;;;;;;;;
detailed information;22.599;;;;;;;;
specific project;22.590;;;;;;;;
residential property;22.504;;;;;;;;
Light vehicle;22.365;;;;;;;;
credit facility;22.243;;;;;;;;
single project;22.223;;;;;;;;
decision tree;22.216;;;;;;;;
financial instrument;22.190;;;;;;;;
state-owned company;22.092;;;;;;;;
strong presence;21.968;;;;;;;;
own datum;21.927;;;;;;;;
physical asset;21.854;;;;;;;;
level datum;21.833;;;;;;;;
amount of debt;21.786;;;;;;;;
other asset;21.698;;;;;;;;
Conversion factor;21.594;;;;;;;;
lack of data;21.490;;;;;;;;
revolving credit;21.411;;;;;;;;
Global emission;21.313;;;;;;;;
industrial process;21.257;;;;;;;;
structural feature;21.192;;;;;;;;
specific country;20.909;;;;;;;;
data capture;20.822;;;;;;;;
underlying assumption;20.748;;;;;;;;
number of cars;20.744;;;;;;;;
cash equivalent;20.744;;;;;;;;
mortgage-backed security;20.738;;;;;;;;
Company B;20.670;;;;;;;;
economic output;20.669;;;;;;;;
investment portfolio;20.577;;;;;;;;
Economic co-operation;20.441;;;;;;;;
other variable;20.273;;;;;;;;
way of example;20.269;;;;;;;;
net proceed;20.247;;;;;;;;
recent datum;20.240;;;;;;;;
multiple comparable time;20.234;;;;;;;;
Treaty level calculation;20.234;;;;;;;;
emission of a loan;20.234;;;;;;;;
including individual home;20.234;;;;;;;;
IAEProject A;20.234;;;;;;;;
calculating such emission;20.234;;;;;;;;
insured value of project;20.234;;;;;;;;
revenue of the company GHG;20.234;;;;;;;;
other European development;20.234;;;;;;;;
line with the final version;20.234;;;;;;;;
tailored approach for optimal accuracy;20.234;;;;;;;;
Investment attribution factor;20.234;;;;;;;;
official statistical data;20.234;;;;;;;;
emission of underlying assets;20.234;;;;;;;;
formula for calculating weighted averages;20.234;;;;;;;;
onbalance sheet;20.234;;;;;;;;
emission intensity metric;20.234;;;;;;;;
emissions data provider;20.234;;;;;;;;
table for a given region;20.234;;;;;;;;
average financial datum;20.234;;;;;;;;
company GHG emission;20.234;;;;;;;;
justification criterion for exclusion;20.234;;;;;;;;
emissionsc c;20.234;;;;;;;;
company from the table;20.234;;;;;;;;
emitted amount;20.234;;;;;;;;
PCAF reporting;20.234;;;;;;;;
PCAF participant;20.234;;;;;;;;
actual energy consumption datum;20.234;;;;;;;;
land sector activity;20.234;;;;;;;;
passive bookrunner;20.234;;;;;;;;
calculating financed emission removal;20.234;;;;;;;;
result of fluctuating market prices;20.234;;;;;;;;
sovereign loan of all maturities;20.234;;;;;;;;
datum of the company''s production;20.234;;;;;;;;
datum with the reinsurer;20.234;;;;;;;;
credit based on forestry;20.234;;;;;;;;
GHG accounting period;20.234;;;;;;;;
chosen point in time;20.234;;;;;;;;
generated facilitated emission;20.234;;;;;;;;
portfolio in a given sector;20.234;;;;;;;;
PPP adjustment;20.234;;;;;;;;
use of proceeds bonds;20.234;;;;;;;;
EVIC calculation;20.234;;;;;;;;
denominator of the attribution;20.234;;;;;;;;
Floor areab;20.234;;;;;;;;
industry''s total premium;20.234;;;;;;;;
sovereign emission;20.234;;;;;;;;
edition of this Financed Emissions;20.234;;;;;;;;
building''s construction phase;20.234;;;;;;;;
project-specific policy;20.234;;;;;;;;
THIRD EDITION step;20.234;;;;;;;;
published assessment report;20.234;;;;;;;;
Absolute gross financed emission;20.234;;;;;;;;
sheet mortgage;20.234;;;;;;;;
quality attribution;20.234;;;;;;;;
identifiable real asset;20.234;;;;;;;;
insured principal for the year;20.234;;;;;;;;
factor in the time series;20.234;;;;;;;;
context of insurance-associated emissions;20.234;;;;;;;;
different emissions profile;20.234;;;;;;;;
asset in the collateral pool;20.234;;;;;;;;
bond''s factor;20.234;;;;;;;;
GHG Protocol''s standard;20.234;;;;;;;;
reinsurers'' share;20.234;;;;;;;;
scoring hierarchy;20.234;;;;;;;;
sold products category;20.234;;;;;;;;
financed emissions scope;20.234;;;;;;;;
reporting carbon credit;20.234;;;;;;;;
Inherent defect insurance;20.234;;;;;;;;
agricultural sector in general;20.234;;;;;;;;
financial institution issue;20.234;;;;;;;;
ceded insurance-associated emissions scenario;20.234;;;;;;;;
required emissions datum;20.234;;;;;;;;
asset-based data granularity;20.234;;;;;;;;
cedent emission;20.234;;;;;;;;
adjusted economic emission;20.234;;;;;;;;
country level proxy;20.234;;;;;;;;
absolute emission removal;20.234;;;;;;;;
using emission factor;20.234;;;;;;;;
integrity of the reported information;20.234;;;;;;;;
revenue of the insured contractor;20.234;;;;;;;;
country-level electricity grid mix;20.234;;;;;;;;
Direct GHG emission;20.234;;;;;;;;
using sectoral revenue datum;20.234;;;;;;;;
certain aspect of reporting;20.234;;;;;;;;
investee company in various regions;20.234;;;;;;;;
certain lob;20.234;;;;;;;;
disclosure of these emissions;20.234;;;;;;;;
Sectoral decarbonization;20.234;;;;;;;;
cycle of a material;20.234;;;;;;;;
THIRD EDITION PCAF;20.234;;;;;;;;
relevant factor in the time;20.234;;;;;;;;
dummy datum for the purpose;20.234;;;;;;;;
compliance for the financial industry;20.234;;;;;;;;
time of loan origination;20.234;;;;;;;;
issues new equity;20.234;;;;;;;;
emission from a specific GHG;20.234;;;;;;;;
different data quality;20.234;;;;;;;;
high negative profit;20.234;;;;;;;;
ED E mi;20.234;;;;;;;;
Updated asset value;20.234;;;;;;;;
life cycle of a material;20.234;;;;;;;;
lifetime scope;20.234;;;;;;;;
Potential justification criterion for exclusion;20.234;;;;;;;;
multi-stakeholder development process;20.234;;;;;;;;
list of public data sources;20.234;;;;;;;;
territory-based approach;20.234;;;;;;;;
using emissions datum;20.234;;;;;;;;
data hierarchy table;20.234;;;;;;;;
Attribution factor forestry;20.234;;;;;;;;
loan for specific consumer purposes;20.234;;;;;;;;
Absolute gross financed emissions scope;20.234;;;;;;;;
value of the financed company;20.234;;;;;;;;
availability of property value;20.234;;;;;;;;
primary insurance methodology;20.234;;;;;;;;
base year emissions recalculation policy;20.234;;;;;;;;
role facilitator;20.234;;;;;;;;
element of the book value;20.234;;;;;;;;
sector GHG emission;20.234;;;;;;;;
denominator for attribution;20.234;;;;;;;;
debt of any given company;20.234;;;;;;;;
emission associated with insurance;20.234;;;;;;;;
Calculation example portfolio;20.234;;;;;;;;
emission associated with treaty;20.234;;;;;;;;
c Outstanding amountc;20.234;;;;;;;;
scope of emissions from loans;20.234;;;;;;;;
Market value fluctuation;20.234;;;;;;;;
treaty reinsurance methodology;20.234;;;;;;;;
rough estimation on attribution;20.234;;;;;;;;
different data quality score;20.234;;;;;;;;
climate-carbon feedback;20.234;;;;;;;;
meaningful performance tracking;20.234;;;;;;;;
climate-related benchmark;20.234;;;;;;;;
measuring part of the portfolio;20.234;;;;;;;;
methodology for Facilitated Emissions;20.234;;;;;;;;
Metric purpose;20.234;;;;;;;;
emission for multiple comparable time;20.234;;;;;;;;
emission for that reporting year;20.234;;;;;;;;
European development finance;20.234;;;;;;;;
Mortgages subchapter;20.234;;;;;;;;
revenue-based emission;20.234;;;;;;;;
form of double counting;20.234;;;;;;;;
country-specific adjustment;20.234;;;;;;;;
OI D editor;20.234;;;;;;;;
Customer attribution factor;20.234;;;;;;;;
large multifamily rental;20.234;;;;;;;;
decision with reasonable confidence;20.234;;;;;;;;
using 100-year global warming;20.234;;;;;;;;
multiple business goal;20.234;;;;;;;;
commercial insurance portfolio;20.234;;;;;;;;
availability of reported data;20.234;;;;;;;;
approach based on customer;20.234;;;;;;;;
series of drive cycle tests;20.234;;;;;;;;
x revenue;20.234;;;;;;;;
financial accounting cycle;20.234;;;;;;;;
emission of insured vehicles;20.234;;;;;;;;
emission of issuers;20.234;;;;;;;;
Benchmarks'' ESG;20.234;;;;;;;;
Facilitated Emissions standard;20.234;;;;;;;;
facilitated emissions calculation;20.234;;;;;;;;
non-UoP investor;20.234;;;;;;;;
emission of the construction;20.234;;;;;;;;
c For business;20.234;;;;;;;;
emissions impact of lending;20.234;;;;;;;;
on-balance sheet equity;20.234;;;;;;;;
common loan agreement;20.234;;;;;;;;
amountc emission;20.234;;;;;;;;
operation of a gas-fired power;20.234;;;;;;;;
view on the emissions;20.234;;;;;;;;
insured''s revenue;20.234;;;;;;;;
emission sourced from client;20.234;;;;;;;;
time horizon global warming potential;20.234;;;;;;;;
Outstanding amountc emission;20.234;;;;;;;;
appropriate asset class method;20.234;;;;;;;;
outstanding debt in the denominator;20.234;;;;;;;;
consequence of the operations;20.234;;;;;;;;
amountc x Company emissionsc;20.234;;;;;;;;
emissions recalculation policy;20.234;;;;;;;;
companies scope;20.234;;;;;;;;
organization''s value chain;20.234;;;;;;;;
overall reporting category;20.234;;;;;;;;
originationv Score;20.234;;;;;;;;
credits generated attribution;20.234;;;;;;;;
time horizon global warming;20.234;;;;;;;;
average emissions data;20.234;;;;;;;;
Absolute Production emission;20.234;;;;;;;;
other European development finance institution;20.234;;;;;;;;
company Based on companies;20.234;;;;;;;;
Insured emission;20.234;;;;;;;;
financial institution''s reporting;20.234;;;;;;;;
share of the investee;20.234;;;;;;;;
company in above table;20.234;;;;;;;;
transparency for stakeholders;20.234;;;;;;;;
outstanding value of equity;20.234;;;;;;;;
company specific approach;20.234;;;;;;;;
emission for commercial lines;20.234;;;;;;;;
emissionsp Total equity;20.234;;;;;;;;
PCAF data;20.234;;;;;;;;
PCAF datum;20.234;;;;;;;;
PCAF scoring method;20.234;;;;;;;;
partial commitment usage;20.234;;;;;;;;
PCAF assessment;20.234;;;;;;;;
sub-sovereign bond;20.234;;;;;;;;
PCAF Global GHG Accounting;20.234;;;;;;;;
performance tracking of emissions;20.234;;;;;;;;
calculation Risk emission;20.234;;;;;;;;
underlying asset emission;20.234;;;;;;;;
handbook of climate-related benchmarks;20.234;;;;;;;;
Verified emission of the company;20.234;;;;;;;;
datum for distance;20.234;;;;;;;;
accounting of financial assets;20.234;;;;;;;;
horizon global warming potential;20.234;;;;;;;;
actual outstanding amount;20.234;;;;;;;;
credits generated Attribution factor;20.234;;;;;;;;
possibility of negative enterprise values;20.234;;;;;;;;
actual outstanding loan;20.234;;;;;;;;
Potential justification criterion;20.234;;;;;;;;
PCAF score;20.234;;;;;;;;
aggregated number for this portfolio;20.234;;;;;;;;
Unverified company emissionsc;20.234;;;;;;;;
impact of lending;20.234;;;;;;;;
PPPadjusted GDP;20.234;;;;;;;;
vehicle emission factor;20.234;;;;;;;;
inventory in a way;20.234;;;;;;;;
debtc revenue;20.234;;;;;;;;
table Calculation Total portfolio number;20.234;;;;;;;;
primary insurer for risks;20.234;;;;;;;;
gross financed emission;20.234;;;;;;;;
principal deficiency ledger;20.234;;;;;;;;
evolution of the Facilitated Emissions;20.234;;;;;;;;
principle for scope;20.234;;;;;;;;
Tool FMO;20.234;;;;;;;;
variability of scope;20.234;;;;;;;;
table Calculation Total portfolio;20.234;;;;;;;;
construction in some markets;20.234;;;;;;;;
example for calculating weighted data;20.234;;;;;;;;
intensity for the benchmarks;20.234;;;;;;;;
example of data input;20.234;;;;;;;;
insurance-associated emissions scenario;20.234;;;;;;;;
GHG emission source;20.234;;;;;;;;
using 100-year global warming potential;20.234;;;;;;;;
example portfolio of different companies;20.234;;;;;;;;
production-based model in line;20.234;;;;;;;;
weighted emission;20.234;;;;;;;;
specific tranch;20.234;;;;;;;;
existing attribution;20.234;;;;;;;;
project emissionsp Total equity;20.234;;;;;;;;
treatment of the organization''s products;20.234;;;;;;;;
accounting for land sector activities;20.234;;;;;;;;
project specific policy;20.234;;;;;;;;
project-specific loan;20.234;;;;;;;;
strength of climate;20.234;;;;;;;;
datum with this definition;20.234;;;;;;;;
providing additional detailed guidance;20.234;;;;;;;;
proxy on project value;20.234;;;;;;;;
Public disclosure of the results;20.234;;;;;;;;
Risk emission;20.234;;;;;;;;
solicitation of commentary;20.234;;;;;;;;
US EPA''s Federal Test Procedure;20.234;;;;;;;;
purpose of this Facilitated Emissions;20.234;;;;;;;;
FRESCOS tool;20.234;;;;;;;;
signature of the loan documentation;20.234;;;;;;;;
AR5 value;20.234;;;;;;;;
ranking credit;20.234;;;;;;;;
general corporate bond;20.234;;;;;;;;
applying appropriate emission;20.234;;;;;;;;
standard EVIC definition;20.234;;;;;;;;
approach for EVIC calculations;20.234;;;;;;;;
factor Total equity;20.234;;;;;;;;
separate disclosure of these emissions;20.234;;;;;;;;
governmental-owned enterprise;20.234;;;;;;;;
region average approximation;20.234;;;;;;;;
regional electricity grid mix emission;20.234;;;;;;;;
value chain source;20.234;;;;;;;;
Inherent defects insurance;20.234;;;;;;;;
expense of the insured principal;20.234;;;;;;;;
bond tranch;20.234;;;;;;;;
view of a sovereign''s;20.234;;;;;;;;
bonds depend;20.234;;;;;;;;
FI''s portfolio;20.234;;;;;;;;
calculation risk;20.234;;;;;;;;
relevant publication date;20.234;;;;;;;;
additional detailed guidance;20.234;;;;;;;;
removals use;20.234;;;;;;;;
purpose of this Financed Emissions;20.234;;;;;;;;
guide for disclosing data quality;20.234;;;;;;;;
reporting physical emission;20.234;;;;;;;;
reporting physical emission intensity;20.234;;;;;;;;
ceded insurance-associated emission;20.234;;;;;;;;
Bottom-up calculation risk;20.234;;;;;;;;
Bottom-up calculation Risk emission;20.234;;;;;;;;
insured''s emission;20.234;;;;;;;;
insurers provision;20.234;;;;;;;;
different scope of emissions;20.234;;;;;;;;
financial institution''s role;20.234;;;;;;;;
lag in data availability;20.234;;;;;;;;
financial institution''s share;20.234;;;;;;;;
Use consistent methodology;20.234;;;;;;;;
agroforestry operation;20.234;;;;;;;;
appropriate metric conversion;20.234;;;;;;;;
result of fluctuating market;20.234;;;;;;;;
country-level electricity grid mix emission;20.234;;;;;;;;
country-level electricity grid;20.234;;;;;;;;
insurance associated emission;20.234;;;;;;;;
using sectoral revenue;20.234;;;;;;;;
activity datum of the country''s;20.234;;;;;;;;
sector revenue revenue;20.234;;;;;;;;
Emission Intensityc;20.234;;;;;;;;
disclosing facilitated emission;20.234;;;;;;;;
disclosing insurance-associated emission;20.234;;;;;;;;
institution''s reporting;20.234;;;;;;;;
underlying collateral pool;20.234;;;;;;;;
Disclosure Public disclosure;20.234;;;;;;;;
standard of drive cycle;20.234;;;;;;;;
Finnish forestry expert;20.234;;;;;;;;
Issuance Proceed;20.234;;;;;;;;
revenue-based emission intensity;20.234;;;;;;;;
sector-specific average financial datum;20.234;;;;;;;;
country-level electricity;20.234;;;;;;;;
table for project;20.234;;;;;;;;
inconsistencies inconsistency;20.234;;;;;;;;
class guidance;20.234;;;;;;;;
total emission removal;20.234;;;;;;;;
attributing emission;20.234;;;;;;;;
GHG data estimation;20.234;;;;;;;;
line with the applicable asset;20.234;;;;;;;;
line with the financial accounting;20.234;;;;;;;;
line with this precautionary principle;20.234;;;;;;;;
lines methodology;20.234;;;;;;;;
minimum disclosure level;20.234;;;;;;;;
Option 1b Primary datum;20.234;;;;;;;;
Loan COA;20.234;;;;;;;;
EDITION step;20.234;;;;;;;;
loan for specific consumer;20.234;;;;;;;;
Attribution factor Forestry company;20.234;;;;;;;;
accounting for land sector;20.234;;;;;;;;
efficiency of a portfolio;20.234;;;;;;;;
client''s emission;20.234;;;;;;;;
Unverified company;20.234;;;;;;;;
LULUCF datum;20.234;;;;;;;;
housing with a small number;20.234;;;;;;;;
factor forestry;20.234;;;;;;;;
disclosing financed emission;20.234;;;;;;;;
stated decarbonization goal;20.234;;;;;;;;
Emission attribution;20.234;;;;;;;;
accounting for land;20.234;;;;;;;;
market-based emission factor;20.234;;;;;;;;
meaningful performance tracking of emissions;20.234;;;;;;;;
measure for the strength;20.234;;;;;;;;
Emission factor Total equity;20.234;;;;;;;;
Measurement inconsistency;20.234;;;;;;;;
Measurement inconsistencies inconsistency;20.234;;;;;;;;
attribution of financed emissions;20.234;;;;;;;;
Absolute insuranceassociated emission;20.234;;;;;;;;
known vehicle type;20.234;;;;;;;;
metric in the market;20.234;;;;;;;;
GHG data;20.234;;;;;;;;
guidance on the following elements;20.234;;;;;;;;
sale by the producer;20.234;;;;;;;;
datum of the country''s energy;20.234;;;;;;;;
guide for disclosing data;20.234;;;;;;;;
Auto ABS;20.234;;;;;;;;
methodology for primary insurance;20.234;;;;;;;;
type in Step;20.234;;;;;;;;
actor''s capacity;20.234;;;;;;;;
multi-stakeholder development;20.234;;;;;;;;
certain element of the book;20.234;;;;;;;;
multiple comparable time period;20.234;;;;;;;;
account carbon credit;20.234;;;;;;;;
above table calculation;20.234;;;;;;;;
separate number for absolute emissions;20.234;;;;;;;;
on-balance sheet equity investment;20.234;;;;;;;;
official statistical data source;20.234;;;;;;;;
baseline recalculation;20.234;;;;;;;;
including activity datum;20.234;;;;;;;;
commercial lines methodology;20.234;;;;;;;;
version of the Facilitated Emissions;20.234;;;;;;;;
standard of drive;20.234;;;;;;;;
disclosing data quality;20.234;;;;;;;;
maximum alignment on metrics;20.234;;;;;;;;
commitment usage;20.234;;;;;;;;
number for this portfolio;20.234;;;;;;;;
number for absolute emissions;20.234;;;;;;;;
government issues new equity;20.234;;;;;;;;
on-balance sheet debt;20.234;;;;;;;;
on-balance sheet investment;20.234;;;;;;;;
operation of the reporting company;20.234;;;;;;;;
tracking of emissions;20.234;;;;;;;;
company equity value;20.234;;;;;;;;
optimal accuracy in calculations;20.234;;;;;;;;
sheet loan for specific consumer;20.234;;;;;;;;
Option 3c;20.234;;;;;;;;
sector-specific average value;20.234;;;;;;;;
organization''s disclosure;20.234;;;;;;;;
actual consumption datum;20.234;;;;;;;;
organization-based approach;20.234;;;;;;;;
insurance-associated emissions inventory;20.234;;;;;;;;
GHG Protocol review;20.234;;;;;;;;
identifiable loan;20.234;;;;;;;;
denominator of the attribution factor;20.234;;;;;;;;
other European development finance;20.234;;;;;;;;
GHG Protocol standard;20.234;;;;;;;;
year emissions recalculation policy;20.234;;;;;;;;
company GHG;20.234;;;;;;;;
above table Calculation Total portfolio;20.234;;;;;;;;
issuer''s emission;20.234;;;;;;;;
company in various regions;20.234;;;;;;;;
stated decarbonization;20.234;;;;;;;;
emissions methodology;20.234;;;;;;;;
strength of climate change drivers;20.234;;;;;;;;
Total insured value of project;20.234;;;;;;;;
IFRS reporting of undrawn;20.234;;;;;;;;
emissions revenue;20.234;;;;;;;;
own outstanding amount;20.234;;;;;;;;
activity based emission;20.234;;;;;;;;
